"SEQ_ID","REF_TITLE","country","db_xref","host","mol_type","note","organism","specimen_voucher","collected_by","collection_date","identified_by","isolate","isolation_source","culture_collection","strain","clone","environmental_sample","lat_lon","tissue_type","altitude","variety"
"JX944093","Endophytic fungi isolated from guarana and olive plants","Brazil","taxon:1280762","Paullinia cupana","genomic DNA","","Sordariomycetes sp. 18 JM-2013","","J.Marcon","16-Nov-2009","","","","","G_PDA25","","","","","",""
"KF435435","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Cyclanthus bipartitus","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1098","","","","","","",""
"KF435466","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Diodia spicata","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1021","","","","","","",""
"KF435664","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Ludwigia leptocarpa","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK116","","","","","","",""
"KF435682","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Mansoa sp.","genomic DNA","collected under permit, Coiba National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK512","","","","","","",""
"KF435933","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Psychotria micrantha","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1046","","","","","","",""
"KF436386","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Vernonia patens","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1146","","","","","","",""
"AM749926","Affinities of Phylacia and the daldinoid Xylariaceae, inferred from chemotypes of cultures and ribosomal DNA sequences","","taxon:326655","","genomic DNA","","Hypoxylon carneum","","","","","","","","CBS 119310","","","","","",""
"AM922210","Diversity and structure of the fungal endophytic assemblages from two sympatric coastal grasses","Spain:La Coruna","taxon:489045","Elymus farctus","genomic DNA","","Hypoxylon sp. 4002","","","","","4002","","","","","","","","",""
"EU744544","","","taxon:536253","","genomic DNA","","Hypoxylon sp. HJ","","","","","","woodland","","HJ","","","","","",""
"FJ464593","The fungi isolated from plants","","taxon:110543","","genomic DNA","","Hypoxylon perforatum","","","","","M4","","","","","","","","",""
"FJ759082","Massively parallel 454 sequencing indicates hyperdiverse fungal communities in temperate Quercus macrocarpa phyllosphere","","taxon:175245","Quercus macrocarpa","genomic DNA","","uncultured fungus","","","17-Jul-2007","","","phyllosphere","","","Singleton_38-2676_1821","_no_value","","","",""
"FM200581","Endophytic fungi of Calluna vulgaris (L.) Hull (Ericaeae)","Germany","taxon:550198","Calluna vulgaris","genomic DNA","","fungal endophyte sp. AP331","","","","","AP331","host stem","","","","","","","",""
"KC507200","Long-term dynamics of foliar fungal endophytes associated with an invasive plant Ageratina adenophora","","taxon:1324506","Ageratina adenophora","genomic DNA","","Hypoxylon sp. AX111","","","","","","","","AX111","","","","","",""
"KJ957773","Diversity of endophytic fungi isolated from korean ginseng leaves","","taxon:110543","","genomic DNA","","Hypoxylon perforatum","","","","","","","","11G005","","","","","",""
"EF419945","Geographic locality and host identity shape fungal endophyte communities in cupressaceous trees","","taxon:410823","Juniperus virginiana","genomic DNA","","fungal endophyte","Robert L. Gilbertson Mycological Herbarium, ARIZ (University of Arizona) AEA 9211.ITS","M. Hoffman","","","9211","asymptomatic photosynthetic tissue","","","","","","","",""
"FJ612993","Diversity and evolutionary origins of fungi associated with seeds of a neotropical pioneer tree: a case study for analysing fungal environmental samples","Panama: Barro Colorado Island","taxon:594801","Cecropia insignis","genomic DNA","","fungal sp. ARIZ B355","ARIZ:B355","","","","","a surface-sterilized, ungerminated, and asymptomatic seed of the neotropical pioneer tree following seed incubation in forest soil","","","","","","","",""
"HQ608148","Ecology of microfungal communities in gardens of fungus-growing ants (Hymenoptera: Formicidae): a year-long survey of three species of attine ants in Central Texas","USA: Stengl Biology Station, Texas","taxon:929366","","genomic DNA","isolated during fall season","Xylaria sp. TR166","","","2006","","TR166","Trachymyrmex septentrionalis nest","","","","","","","",""
"AY527044","New endophytic isolates of Muscodor albus, a volatile-antibiotic-producing fungus","","taxon:152623","","genomic DNA","","Muscodor albus","","","","","","","","KN 26","","","","","",""
"AY527047","New endophytic isolates of Muscodor albus, a volatile-antibiotic-producing fungus","","taxon:152623","","genomic DNA","","Muscodor albus","","","","","","","","GP 115","","","","","",""
"HM595539","From pattern to process: species and functional diversity in fungal endophytes of Abies beshanzuensis","","taxon:910974","","genomic DNA","","Muscodor sp. M25","","","","","M25","","","","","","","","",""
"KF128812","Biodiversity of semi evergreen vine thickets","","taxon:1460151","","genomic DNA","","Muscodor sp. GSH5_3_5","","","","","GSH5_3_5","","","","","","","","",""
"KF128852","Biodiversity of semi evergreen vine thickets","","taxon:1460152","","genomic DNA","","Muscodor sp. GSM5_5_7","","","","","GSM5_5_7","","","","","","","","",""
"KF229758","Three new species of Muscodor isolated from orchids in Yunnan province of southwest China: morphology, physiology, phylogenetic analysis and volatile antimicrobials","China","taxon:1402410","Calanthe alismaefolia Lindl.","genomic DNA","","Muscodor sp. CA-01","","X.M. Tan and S.X. Guo","","","CA-01","root","","","","","","","",""
"KJ572191","Isolation and Identification of Endophytic Fungi in Adlay (Coix lachryma-jobi L. var. ma-yuen Stapf)","","taxon:705557","","genomic DNA","","Muscodor yucatanensis","","","","","SC39","","","","","","","","",""
"AF324336","Muscodor albus gen. et sp. nov. An Endophyte from Cinnamomum zeylanicum","","taxon:152623","Cinnamomum zeylanicum","genomic DNA","Muscodor albus gen. et sp. nov.","Muscodor albus","","","","","","","","","","","","","",""
"AY034665","Muscodor sp., endophytic fungus from Grevillea pteridifolia, Australia","Australia","taxon:161686","Grevillea pteridifolia","genomic DNA","","Muscodor sp. A3-5","","","","","A3-5","","","","","","","","",""
"AY527045","New endophytic isolates of Muscodor albus, a volatile-antibiotic-producing fungus","","taxon:152623","","genomic DNA","","Muscodor albus","","","","","","","","TP 21","","","","","",""
"AY527046","New endophytic isolates of Muscodor albus, a volatile-antibiotic-producing fungus","","taxon:152623","","genomic DNA","","Muscodor albus","","","","","","","","KN 27","","","","","",""
"AY527048","New endophytic isolates of Muscodor albus, a volatile-antibiotic-producing fungus","","taxon:152623","","genomic DNA","","Muscodor albus","","","","","","","","GP 206","","","","","",""
"AY597208","New endophytic isolates of Muscodor albus, a volatile-antibiotic-producing fungus","","taxon:152623","","genomic DNA","","Muscodor albus","","","","","","","","KN 205","","","","","",""
"AY927993","Isolation and characterization of Muscodor albus I-41.3s, a volatile antibiotic producing fungus","","taxon:152623","","genomic DNA","","Muscodor albus","","","","","","","","I41-3s","","","","","",""
"EU195297","Muscodor crispans, a novel endophyte from Ananas ananassoides in the Bolivian Amazon","","taxon:698733","","genomic DNA","","Muscodor crispans","","","","","B-23","","","","","","","","",""
"EU977187","Bioactive endophytes warrant intensified exploration and conservation","","taxon:556606","","genomic DNA","","fungal endophyte sp. P1509A","","","","","","","","P1509A","","","","","",""
"EU977208","Bioactive endophytes warrant intensified exploration and conservation","","taxon:556689","","genomic DNA","","fungal endophyte sp. P913A","","","","","","","","P913A","","","","","",""
"EU977236","Bioactive endophytes warrant intensified exploration and conservation","","taxon:556688","","genomic DNA","","fungal endophyte sp. P912B","","","","","","","","P912B","","","","","",""
"EU977281","Bioactive endophytes warrant intensified exploration and conservation","","taxon:556642","","genomic DNA","","fungal endophyte sp. P1907B","","","","","","","","P1907B","","","","","",""
"GQ220337","Distinctive endophytic fungal assemblage in stems of wild rice (Oryza granulata) in China with special reference to two species of Muscodor (xylariaceae)","","taxon:665219","wild rice","genomic DNA","","fungal sp. ZH S13-1-2","","","","","","stem tissue","","S13-1-2","","","","","",""
"GU797134","New endophytic volatile emitting fungal isolates","","taxon:755337","","genomic DNA","PCR_primers=fwd_name: ITS1, rev_name: ITS4","Muscodor sp. GBA","","","","","GBA","North America","","","","","","","",""
"HM034857","Muscodor fengyangensis sp. nov. from southeast China: morphology, physiology and production of volatile compounds","","taxon:152623","","genomic DNA","","Muscodor albus","","","","","9-6","","","","","","","","",""
"HM473081","In vitro inhibition of lipid peroxidation and antioxidant system of endophytic fungi from Thai medicinal plants","","taxon:152623","","genomic DNA","","Muscodor albus","","","","","","","","CMU44","","","","","",""
"JN426991","A new Muscodor isolate from Ananas comosus var. ananassoides","","taxon:1077553","Ananas comosus var. ananassoides","genomic DNA","","Muscodor sp. AB-2011","","","","","","","","","","","","","",""
"JX089321","Endophytic fungi from medicinal plant","Thailand","taxon:1218484","","genomic DNA","PCR_primers=fwd_name: its5, rev_name: its4","Muscodor sp. CMU-WR2","","","","","","","","CMU-WR2","","","","","",""
"JX298899","Endophytic fungi associated with lichens in China","China: Jilin","taxon:1233367","unidentified lichen","genomic DNA","","Xylariaceae sp. M26 XS-2012","","","","","","Changbai Mountain","","M26","","","","","",""
"JX469138","","","taxon:152623","","genomic DNA","PCR_primers=fwd_name: its1, rev_name: its4","Muscodor albus","","","","","","","","MOW 12","","","","","",""
"KF229754","Three new species of Muscodor isolated from orchids in Yunnan province of southwest China: morphology, physiology, phylogenetic analysis and volatile antimicrobials","China","taxon:1402412","Vanda coerulescens Griffith","genomic DNA","","Muscodor sp. VC-01","","X.M. Tan and S.X. Guo","","","VC-01","root","","","","","","","",""
"KF850710","Muscodor, an endophytic fungus of Havea brasiliensis (Para rubber tree) from northeast of Thailand with volatile antibiotic activities","Thailand","taxon:1457324","Hevea brasiliensis","genomic DNA","PCR_primers=fwd_name: its5, rev_name: its4","Muscodor sp. RTM5-IV1","","Siri-Udom, S.","May-2011/Dec-2012","","RTM5-IV1","healthy leaves","","","","","17.2039 N 102.4406 E","","",""
"JQ814300","The first description of Brazilian C. cassiicola rubber tree endophytes carrying variant cassiicolin genes","Brazil","taxon:326676","Hevea brasiliensis","genomic DNA","endophyte","Hypoxylon polyporus","","","","","","","","E50","","","","","",""
"FJ757774","Massively parallel 454 sequencing indicates hyperdiverse fungal communities in temperate Quercus macrocarpa phyllosphere","","taxon:175245","Quercus macrocarpa","genomic DNA","","uncultured fungus","","","17-Jul-2007","","","phyllosphere","","","Contig825-24-2714_1044","_no_value","","","",""
"AB284189","Purification and biochemical characterization of an extracellular beta-glucosidase from the wood-decaying fungus Daldinia eschscholzii (Ehrenb.:Fr.) Rehm","Thailand:Bangkok, Chulalongkorn University","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","Surang Thienhirun","24-Jul-2003","Surang Thienhirun","","Samanea saman bark","","","","","","","",""
"AB641415","Daldinomone, new chromone derivative, isolated from endophytic fungus, Daldinia eschscholzii MU 40","Thailand:Nakhon Pathom, Mahidol University","taxon:292717","","genomic DNA","type strain of Daldinia eschscholzii","Daldinia eschscholtzii","","","","","MU 40","Tinospora crispa (L.) Hook. f. & Thomson","","","","","","","",""
"AB918033","Bamboo pathogens","India:Manipur, Impahal forest","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","Sayanika D. Waikhom","2013-09-10","","S1","bamboo leaf","","","","_no_value","","","",""
"AF280628","Biogeography and relatedness of Nodulisporium strains producing nodulisporic acid","","taxon:155280","","genomic DNA","","Nodulisporium sp. JP3665","","","","","","","","JP3665","","","","","",""
